from,to,name_from,ref_prod_from,location_from,name_to,ref_prod_to,location_to
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",GLO
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",ID
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",IQ
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",IR
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",IT
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",KW
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",KZ
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",LY
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",MX
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",MY
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",NG
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",QA
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",RoE
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",RO
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",SA
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",TR
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",US
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",GLO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",VE
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",NL,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",NL
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",NO,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",NO
38,39,"natural gas, burned in gas turbine, for compressor station","electricity, medium voltage",RU,"natural gas, burned in gas turbine","natural gas, burned in gas turbine",RU
38,39,"palm oil, refined, to generic market for vegetable oil","vegetable oil, refined",GLO,"palm oil, refined, to generic market for vegetable oil, refined","vegetable oil, refined",GLO
37,39,"market for concrete, normal","concrete, normal",RoW,"market for concrete, normal strength","concrete, normal strength",RoW
37,39,"market for concrete, normal","concrete, normal",CH,"market for concrete, normal strength","concrete, normal strength",CH
37,39,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",RoW,"treatment of wastewater, average, wastewater treatment","wastewater, average",RoW
37,39,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",CH,"treatment of wastewater, average, wastewater treatment","wastewater, average",CH
39,38,"treatment of wastewater, average, wastewater treatment","wastewater, average",CH,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",CH
39,37,"treatment of wastewater, average, wastewater treatment","wastewater, average",CH,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",CH
39,36,"treatment of wastewater, average, wastewater treatment","wastewater, average",CH,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",CH
39,36,"treatment of wastewater, average, wastewater treatment","wastewater, average",Europe without Switzerland,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",Europe without Switzerland
39,38,"treatment of wastewater, average, wastewater treatment","wastewater, average",RoW,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",RoW
39,37,"treatment of wastewater, average, wastewater treatment","wastewater, average",RoW,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",RoW
39,36,"treatment of wastewater, average, wastewater treatment","wastewater, average",RoW,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",RoW
37,39,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",Europe without Switzerland,"treatment of wastewater, average, wastewater treatment","wastewater, average",Europe without Switzerland
38,39,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",RoW,"treatment of wastewater, average, wastewater treatment","wastewater, average",RoW
38,39,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",CH,"treatment of wastewater, average, wastewater treatment","wastewater, average",CH
38,39,"treatment of wastewater, average, capacity 1E9l/year","wastewater, average",Europe without Switzerland,"treatment of wastewater, average, wastewater treatment","wastewater, average",Europe without Switzerland
35,39,"concrete production, for civil engineering, with cement CEM II/B","concrete, sole plate and foundation",CH,"concrete production, 25MPa, for building construction, with cement, CEM II/B","concrete, 25MPa",CH
35,39,"treatment of wastewater, average, capacity 1.1E10l/year","wastewater, average",CH,"treatment of wastewater, average, wastewater treatment","wastewater, average",CH
37,39,"treatment of wastewater, average, capacity 1.1E10l/year","wastewater, average",CH,"treatment of wastewater, average, wastewater treatment","wastewater, average",CH
38,39,"electricity, high voltage, production mix","electricity, high voltage",CN-QH,"market group for electricity, high voltage","electricity, high voltage",CN
38,39,"treatment of wastewater, unpolluted, capacity 5E9l/year","wastewater, unpolluted",RoW,"treatment of wastewater, unpolluted, wastewater treatment","wastewater, unpolluted",RoW
38,39,"treatment of wastewater, unpolluted, capacity 5E9l/year","wastewater, unpolluted",CH,"treatment of wastewater, unpolluted, wastewater treatment","wastewater, unpolluted",CH
37,39,"treatment of wastewater, unpolluted, capacity 5E9l/year","wastewater, unpolluted",RoW,"treatment of wastewater, unpolluted, wastewater treatment","wastewater, unpolluted",RoW
37,39,"treatment of wastewater, unpolluted, capacity 5E9l/year","wastewater, unpolluted",CH,"treatment of wastewater, unpolluted, wastewater treatment","wastewater, unpolluted",CH
38,39,"market for concrete, sole plate and foundation","concrete, sole plate and foundation",CH,"market for concrete, 30MPa","concrete, 30MPa",CH
37,39,"market for concrete, sole plate and foundation","concrete, sole plate and foundation",CH,"market for concrete, 30MPa","concrete, 30MPa",CH
37,39,"soda production, solvay process","soda ash, light, crystalline, heptahydrate",RER,"soda production, solvay process","soda ash, light",RER
37,39,"soda production, solvay process","soda ash, light, crystalline, heptahydrate",RoW,"soda production, solvay process","soda ash, light",RoW
37,39,"acetone production, liquid","acetone, liquid",RER,"phenol production, from cumene",phenol,RER
37,39,"acetone production, liquid","acetone, liquid",RoW,"phenol production, from cumene",phenol,RoW
37,39,"treatment of wastewater, unpolluted, from residence, capacity 1.1E10l/year","wastewater, unpolluted, from residence",CH,"treatment of wastewater, unpolluted, wastewater treatment","wastewater, unpolluted",CH
37,39,"treatment of wastewater, from residence, capacity 1.1E10l/year","wastewater, from residence",CH,"treatment of wastewater, average, wastewater treatment","wastewater, average",CH
37,39,"treatment of wastewater, from residence, capacity 1.1E10l/year","wastewater, from residence",RoW,"treatment of wastewater, average, wastewater treatment","wastewater, average",RoW
37,39,"acrylic binder production, product in 34% solution state","acrylic binder, without water, in 34% solution state",RER,"acrylic binder production, with water, in 54% solution state","acrylic binder, with water, in 54% solution state",RER
37,39,"acrylic binder production, product in 34% solution state","acrylic binder, without water, in 34% solution state",RoW,"acrylic binder production, with water, in 54% solution state","acrylic binder, with water, in 54% solution state",RoW
37,39,"treatment of wastewater from PV cell production, capacity 5E9l/year",wastewater from PV cell production,CH,"treatment of wastewater from PV cell production, wastewater treatment",wastewater from PV cell production,CH
38,39,"market for anode, graphite, for lithium-ion battery","anode, graphite, for lithium-ion battery",GLO,"market for anode, graphite, for Li-ion battery","anode, graphite, for Li-ion battery",CN
37,39,"market for anode, graphite, for lithium-ion battery","anode, graphite, for lithium-ion battery",GLO,"market for anode, graphite, for Li-ion battery","anode, graphite, for Li-ion battery",CN
37,39,"anode production, graphite, for lithium-ion battery","anode, graphite, for lithium-ion battery",RoW,"anode production, graphite, for Li-ion battery","anode, graphite, for Li-ion battery",RoW
38,39,"anode production, graphite, for lithium-ion battery","anode, graphite, for lithium-ion battery",RoW,"anode production, graphite, for Li-ion battery","anode, graphite, for Li-ion battery",RoW
38,39,"treatment of wastewater from lorry production, capacity 4.7E10l/year",wastewater from lorry production,CH,market for wastewater from lorry production,wastewater from lorry production,CH
37,39,"treatment of wastewater from lorry production, capacity 4.7E10l/year",wastewater from lorry production,CH,market for wastewater from lorry production,wastewater from lorry production,CH
