name;source;description
management sytem production, for Li-ion battery;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
packaging production, for Li-ion battery module;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
synthetic graphite;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
vinyl carbonate;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
Battery cell, NMC-811;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
NCA hydroxide;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
NCA oxide;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
NMC-111 hydroxide;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
NMC-111 oxide;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
NMC-622 hydroxide;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
NMC-622 oxide;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
NMC-811 hydroxide;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
NMC-811 oxide;Originally from Dai, Q., Kelly, J. C., Gaines, L., & Wang, M. (2019). Life cycle analysis of lithium-ion batteries for automotive applications. Batteries, 5(2), 48.;"The inventory is modelled according to the publication of Dai et al. (2019), in which a battery pack with gross pack energy of 23.5 kWh made of 140 3.6 V- 46Ah prismatic cells is presented. Cells are made of nicke-manganese-cobalt (NCA) cathode and a graphite-based anode, liquid electrolyte and a porous plastic separator. Infrastructure is included as well in this dataset as """"electronic component factory"""". Adapted by: Eleonora Crenna, EMPA, Switzerland."
coating of natural graphite;Philipp Engels, Felipe Cerdas, Tina Dettmer, Christoph Frey, Jan Hentschel, Christoph Herrmann, Tina Mirfabrikikar, Maximilian Schueler, Life cycle assessment of natural graphite production for lithium-ion battery anodes based on industrial primary data, Journal of Cleaner Production, Volume 336, 2022, 130474, https://doi.org/10.1016/j.jclepro.2022.130474;Natural graphite production from primary industrial data
graphite ore mining;Philipp Engels, Felipe Cerdas, Tina Dettmer, Christoph Frey, Jan Hentschel, Christoph Herrmann, Tina Mirfabrikikar, Maximilian Schueler, Life cycle assessment of natural graphite production for lithium-ion battery anodes based on industrial primary data, Journal of Cleaner Production, Volume 336, 2022, 130474, https://doi.org/10.1016/j.jclepro.2022.130474;Natural graphite production from primary industrial data
graphite purification;Philipp Engels, Felipe Cerdas, Tina Dettmer, Christoph Frey, Jan Hentschel, Christoph Herrmann, Tina Mirfabrikikar, Maximilian Schueler, Life cycle assessment of natural graphite production for lithium-ion battery anodes based on industrial primary data, Journal of Cleaner Production, Volume 336, 2022, 130474, https://doi.org/10.1016/j.jclepro.2022.130474;Natural graphite production from primary industrial data
natural graphite concentration;Philipp Engels, Felipe Cerdas, Tina Dettmer, Christoph Frey, Jan Hentschel, Christoph Herrmann, Tina Mirfabrikikar, Maximilian Schueler, Life cycle assessment of natural graphite production for lithium-ion battery anodes based on industrial primary data, Journal of Cleaner Production, Volume 336, 2022, 130474, https://doi.org/10.1016/j.jclepro.2022.130474;Natural graphite production from primary industrial data
natural graphite spheronization;Philipp Engels, Felipe Cerdas, Tina Dettmer, Christoph Frey, Jan Hentschel, Christoph Herrmann, Tina Mirfabrikikar, Maximilian Schueler, Life cycle assessment of natural graphite production for lithium-ion battery anodes based on industrial primary data, Journal of Cleaner Production, Volume 336, 2022, 130474, https://doi.org/10.1016/j.jclepro.2022.130474;Natural graphite production from primary industrial data
