"CPC21code","CPC21title"
"21429","Other shelled nuts"
"2143","Fruit juices"
"21431","Orange juice"
"21432","Grapefruit juice"
"21433","Pineapple juice"
"21434","Grape juice"
"21435","Apple juice"
"21439","Other fruit juices, n.e.c."
"2149","Other prepared and preserved fruits and nuts (except by sugar)"
"21491","Pineapples, otherwise prepared or preserved"
"21492","Peaches, otherwise prepared or preserved"
"21493","Fruits and nuts, uncooked or cooked, frozen"
"21494","Jams, fruit jellies, marmalades, fruit or nut purree and fruit or nut pastes"
"21495","Nuts, groundnuts and other seeds, roasted, salted or otherwise prepared n.e.c."
"21496","Fruits and nuts, provisionally preserved, not for immediate consumption"
"21499","Other prepared and preserved fruits and nuts, n.e.c."
"215","Animal fats"
"2151","Animal fats, unrendered"
"21511","Fats, of pig and poultry, unrendered"
"21512","Cattle fat, unrendered"
"21513","Buffalo fat, unrendered"
"21514","Sheep fat, unrendered"
"21515","Goat fat, unrendered"
"21519","Other animal fats, unrendered, n.e.c."
"2152","Animal fats, rendered"
"21521","Pig fat, rendered"
"21522","Poultry fat, rendered"
"21523","Tallow"
"21524","Fish-liver oils and their fractions"
"21525","Fats and oils and their fractions, of fish, other than liver oils"
"21526","Fats and oils and their fractions, of marine mammals"
"21529","Other animal fats, rendered"
"2159","Animal fats and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared"
"21590","Animal fats and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared"
"216","Vegetable oils"
"2161","Soya bean oil"
"21611","Soya bean oil, crude"
"21612","Soya bean oil, refined"
"2162","Groundnut oil"
"21621","Groundnut oil, crude"
"21622","Groundnut oil, refined"
"2163","Sunflower-seed and safflower-seed oil"
"21631","Sunflower-seed and safflower-seed oil, crude"
"21632","Sunflower-seed and safflower-seed oil, refined"
"2164","Rape, colza and mustard oil"
"21641","Rape, colza and mustard oil, crude"
"21642","Rape, colza and mustard oil, refined"
"2165","Palm oil"
"21651","Palm oil, crude"
"21652","Palm oil, refined"
"2166","Coconut oil"
"21661","Coconut oil, crude"
"21662","Coconut oil, refined"
"2167","Olive oil"
"21671","Olive oil, crude"
"21672","Olive oil, refined"
"21673","Oil of olive residues"
"2168","Cottonseed oil"
"21681","Cottonseed oil, crude"
"21682","Cottonseed oil, refined"
"2169","Other vegetable oils, n.e.c."
"21691","Other vegetable oils, crude or refined, n.e.c."
"21693","Vegetable oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared"
"217","Margarine and similar preparations"
"2170","Margarine and similar preparations"
"21700","Margarine and similar preparations"
"218","Cotton linters"
"2180","Cotton linters"
"21800","Cotton linters"
"219","Oil-cake and other residues resulting from the extraction of vegetable fats or oils; flours and meals of oil seeds or oleaginous fruits, except those of mustard; vegetable waxes, except triglycerides; degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"
"2191","Oil-cake and other solid residues, of vegetable fats or oils"
"21910","Oil-cake and other solid residues, of vegetable fats or oils"
"2192","Flours and meals of oil seeds or oleaginous fruits, except those of mustard"
"21920","Flours and meals of oil seeds or oleaginous fruits, except those of mustard"
"2193","Vegetable waxes (other than triglycerides), whether or not refined or coloured; degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"
"21931","Vegetable waxes (other than triglycerides), whether or not refined or coloured"
"21932","Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"
"22","Dairy products and egg products"
"221","Processed liquid milk, cream and whey"
"2211","Processed liquid milk"
"22110","Processed liquid milk"
"2212","Cream, fresh"
"22120","Cream, fresh"
"2213","Whey"
"22130","Whey"
"222","Other dairy products"
"2221","Milk and cream in solid forms"
"22211","Whole milk powder"
"22212","Skim milk and whey powder"
"22219","Other milk and cream in solid forms, n.e.c."
"2222","Milk and cream, concentrated or containing added sugar or other sweetening matter, other than in solid forms"
"22221","Evaporated milk"
"22222","Condensed milk"
"22229","Milk and cream, n.e.c."
"2223","Yoghurt and other fermented or acidified milk and cream"
"22230","Yoghurt and other fermented or acidified milk and cream"
"2224","Butter and other fats and oils derived from milk"
"22241","Butter and other fats and oils derived from milk of cattle"
"22242","Butter and other fats and oils derived from milk of buffalo"
"22249","Butter and other fats and oils derived from milk of other animals"
"2225","Cheese, fresh or processed"
"22251","Cheese from milk of cattle, fresh or processed"
"22252","Cheese from milk of buffalo, fresh or processed"
"22253","Cheese from milk of sheep, fresh or processed"
"22254","Cheese from milk of goats, fresh or processed"
"22259","Cheese, fresh or processed, n.e.c."
"2226","Casein"
"22260","Casein"
"2227","Ice cream and other edible ice"
"22270","Ice cream and other edible ice"
"2229","Dairy products n.e.c."
"22290","Dairy products n.e.c."
"223","Eggs, in shell, preserved or cooked"
"2230","Eggs, in shell, preserved or cooked"
"22300","Eggs, in shell, preserved or cooked"
"23","Grain mill products, starches and starch products; other food products"
"231","Grain mill products"
"2311","Wheat and meslin flour"
"23110","Wheat and meslin flour"
"2312","Other cereal flours"
"23120","Other cereal flours"
"2313","Groats, meal and pellets of wheat and other cereals"
"23130","Groats, meal and pellets of wheat and other cereals"
"2314","Other cereal grain products (including corn flakes)"
"23140","Other cereal grain products (including corn flakes)"
"2316","Rice, semi- or wholly milled, or husked"
"23161","Rice, semi- or wholly milled"
"23162","Husked rice"
"2317","Other vegetable flours and meals"
"23170","Other vegetable flours and meals"
"2318","Mixes and doughs for the preparation of bakers' wares"
"23180","Mixes and doughs for the preparation of bakers' wares"
"232","Starches and starch products; sugars and sugar syrups n.e.c."
"2321","Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel"
"23210","Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel"
"2322","Starches; inulin; wheat gluten; dextrins and other modified starches"
"23220","Starches; inulin; wheat gluten; dextrins and other modified starches"
"2323","Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, siftings or similar forms"
"23230","Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, siftings or similar forms"
"233","Preparations used in animal feeding; lucerne (alfalfa) meal and pellets"
"2331","Preparations used in animal feeding"
"23311","Dog or cat food, put up for retail sale"
"23319","Preparations used in animal feeding n.e.c."
"2332","Lucerne (alfalfa) meal and pellets"
"23320","Lucerne (alfalfa) meal and pellets"
"234","Bakery products"
"2341","Crispbread; rusks, toasted bread and similar toasted products"
"23410","Crispbread; rusks, toasted bread and similar toasted products"
"2342","Gingerbread and the like; sweet biscuits; waffles and wafers"
"23420","Gingerbread and the like; sweet biscuits; waffles and wafers"
"2343","Pastry goods and cakes"
"23430","Pastry goods and cakes"
"2349","Bread and other bakers' wares"
"23490","Bread and other bakers' wares"
"235","Sugar and molasses"
"2351","Raw cane or beet sugar"
"23511","Cane sugar"
"23512","Beet sugar"
"2352","Refined sugar"
"23520","Refined sugar"
"2353","Refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup"
"23530","Refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup"
"2354","Molasses"
"23540","Molasses"
"236","Cocoa, chocolate and sugar confectionery"
"2361","Cocoa paste, whether or not defatted"
"23610","Cocoa paste, whether or not defatted"
"2362","Cocoa butter, fat and oil"
"23620","Cocoa butter, fat and oil"
"2363","Cocoa powder, not sweetened"
"23630","Cocoa powder, not sweetened"
"2364","Cocoa powder, sweetened"
"23640","Cocoa powder, sweetened"
"2365","Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), in bulk forms"
"23650","Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), in bulk forms"
"2366","Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), other than in bulk forms"
"23660","Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), other than in bulk forms"
"2367","Sugar confectionery (including white chocolate), not containing cocoa; vegetables, fruits, nuts, fruit-peel and other parts of plants, preserved by sugar"
"23670","Sugar confectionery (including white chocolate), not containing cocoa; vegetables, fruits, nuts, fruit-peel and other parts of plants, preserved by sugar"
"237","Macaroni, noodles, couscous and similar farinaceous products"
"2371","Uncooked pasta, not stuffed or otherwise prepared"
"23710","Uncooked pasta, not stuffed or otherwise prepared"
"2372","Pasta, cooked, stuffed or otherwise prepared; couscous"
"23721","Pasta, cooked, stuffed or otherwise prepared (but not as a complete dish); couscous, except as a complete dish"
"23722","Prepared dishes containing stuffed pasta; prepared couscous dishes"
"239","Food products n.e.c."
"2391","Coffee and tea"
"23911","Coffee, decaffeinated or roasted"
"23912","Coffee substitutes containing coffee; extracts, essences and concentrates of coffee, and preparations with a basis thereof or with a basis of coffee; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof"
"23913","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg"
"23914","Extracts, essences and concentrates of tea or maté, and preparations with a basis thereof or with a basis of tea or maté"
"2392","Spices and aromatics, processed"
"23921","Pepper (piper spp.), processed"
"23922","Chillies and peppers, dry (capsicum spp., pimenta), processed"
"23923","Nutmeg, mace, cardamoms, processed"
"23924","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, processed"
"23925","Cinnamon (canella), processed"
"23926","Cloves (whole stems), processed"
"23927","Ginger, processed"
"23928","Vanilla, processed"
"23929","Other spices and aromatics, processed"
"2399","Other food products"
"23991","Homogenized preparations of meat, vegetables, fruits or nuts; preparations of milk, flour, meal, starch or malt extract, for infant use n.e.c.; homogenized composite food preparations"
"23992","Soups and broths and preparations thereof"
"23993","Eggs, not in shell, and egg yolks, fresh or preserved; egg albumin"
"23994","Vinegar and substitutes therefor obtained from acetic acid"
"23995","Sauces; mixed condiments; mustard flour and meal; prepared mustard"
"23996","Yeasts (active or inactive); other single-cell micro-organisms, dead; prepared baking powders"
"23997","Other prepared dishes and meals"
"23999","Other food products n.e.c."
"24","Beverages"
"241","Ethyl alcohol; spirits, liqueurs and other spirituous beverages"
"2411","Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher"
"24110","Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher"
"2413","Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages"
"24131","Spirits, liqueurs and other spirituous beverages of an alcoholic strength by volume of about 40% vol"
"24139","Other spirituous beverages and undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol"
"242","Wines"
"2421","Wine of fresh grapes, whether or not flavoured; grape must"
"24211","Sparkling wine of fresh grapes"
"24212","Wine of fresh grapes, except sparkling wine; grape must"
"2422","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances"
"24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances"
"2423","Cider, perry, mead and other fermented beverages, except wine of fresh grapes and beer made from malt"
"24230","Cider, perry, mead and other fermented beverages, except wine of fresh grapes and beer made from malt"
"243","Malt liquors and malt"
"2431","Beer made from malt"
"24310","Beer made from malt"
"2432","Malt, whether or not roasted"
"24320","Malt, whether or not roasted"
"244","Soft drinks; bottled mineral waters"
"2441","Bottled waters, not sweetened or flavoured"
"24410","Bottled waters, not sweetened or flavoured"
"2449","Other non-alcoholic caloric beverages"
"24490","Other non-alcoholic caloric beverages"
"25","Tobacco products"
"250","Tobacco products"
"2501","Cured stemmed/stripped tobacco leaves"
"25010","Cured stemmed/stripped tobacco leaves"
"2502","Cigars, cheroots, cigarillos and cigarettes of tobacco or tobacco substitutes"
"25020","Cigars, cheroots, cigarillos and cigarettes of tobacco or tobacco substitutes"
"2509","Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences"
"25090","Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences"
