name,reference product,ISIC rev.4 ecoinvent,CPC,EcoSpold01Categories,temporal_tag,tag_confidence,tag_notes,lifetime,age distribution type,loc,scale,minimum,maximum,param_confidence,param_notes
"photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof","photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,photovoltaic/production of components,stock_asset,0.9,CdTe integrated PV installation — installed asset,25,5,-12.5,,-25,-1,0.55,3kWp CdTe laminated PV lifetime
"photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof","photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof",4390:Other specialized construction activities,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.95,Slanted-roof integrated PV = installed asset.,25,5,-12.5,,-25,-1,0.65,"CdTe integrated rooftop PV, shorter lifetime (~25y)"
"photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof","photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof",3320:Installation of industrial machinery and equipment,87360: Installation services of electrical machinery and apparatus n.e.c.,photovoltaic/production of components,stock_asset,0.9,CIS panel mounted on roof — installed asset,25,5,-12.5,,-25,-1,0.5,3kWp CIS panel roof PV lifetime
"photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof","photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof",4390:Other specialized construction activities,87360: Installation services of electrical machinery and apparatus n.e.c.,,stock_asset,0.9,slanted-roof PV installation — installed asset,25,5,-12.5,,-25,-1,0.7,CIS rooftop PV; typical lifetime ~25 years
"photovoltaics, electric installation for 570kWp module, open ground","photovoltaics, electric installation for 570kWp module, open ground",4390:Other specialized construction activities,53262: Power plants,,stock_asset,0.9,electric installation for PV modules — installed system component,25,5,-12.5,,-25,-1,0.7,PV electrical installation lifespan
procurement miscellaneous TI EPR,procurement miscellaneous TI EPR,4290:Construction of other civil engineering projects,53262: Power plants,,stock_asset,0.6,Procurement for construction (ambiguous) — linked to project assets,25,5,-12.5,,-25,-1,0.5,miscellaneous construction components
waste paper sorting facility construction,waste paper sorting facility,4290:Construction of other civil engineering projects,53290: Other civil engineering works,paper & cardboard/pulps,stock_asset,0.9,construction of waste paper sorting facility (installed infrastructure),25,5,-12.5,,-25,-1,0.6,waste paper sorting facility
semi-rigid roadside barriers,semi-rigid roadside barriers,0161:Support activities for crop production,86119: Other support services to crop production,,stock_asset,0.85,Roadside barriers are durable infrastructure/installed stock,25,5,-12.5,,-25,-1,0.7,roadside barriers infrastructure lifetime
"wind power plant construction, 2MW, offshore, fixed parts, direct drive","wind power plant, 2MW, offshore, fixed parts",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.95,Offshore wind power plant construction — installed infrastructure asset,25,5,-12.5,,-25,-1,0.7,offshore fixed substructure lifetime
"wind power plant construction, 800kW, fixed parts","wind power plant, 800kW, fixed parts",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,wind power plant construction — infrastructure/installed stock,25,5,-12.5,,-25,-1,0.7,wind fixed parts ~25 years
"wind power plant construction, 800kW, fixed parts, direct drive","wind power plant, 800kW, fixed parts",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,Wind plant construction (fixed parts) = installed infrastructure asset,25,5,-12.5,,-25,-1,0.6,small onshore wind fixed parts
"solar collector system installation, Cu flat plate collector, multiple dwelling, hot water","solar collector system, Cu flat plate collector, multiple dwelling, hot water","4322:Plumbing, heat and air-conditioning installation",54631: Heating equipment installation services,solar collector systems/systems,stock_asset,0.9,installation of solar collector system for multi-dwelling — installed stock,25,5,-12.5,,-25,-1,0.7,multi-dwelling hot-water solar system
"solar collector system installation, Cu flat plate collector, one-family house, combined system","solar collector system, Cu flat plate collector, one-family house, combined system","4322:Plumbing, heat and air-conditioning installation",54631: Heating equipment installation services,solar collector systems/systems,stock_asset,0.9,installation of solar collector system — infrastructure/installed stock,25,5,-12.5,,-25,-1,0.7,flat plate solar thermal system
"solar collector system installation, Cu flat plate collector, one-family house, hot water","solar collector system, Cu flat plate collector, one-family house, hot water","4322:Plumbing, heat and air-conditioning installation",54631: Heating equipment installation services,solar collector systems/systems,stock_asset,0.9,installation of solar collector system — infrastructure/installed stock,25,5,-12.5,,-25,-1,0.7,domestic hot-water solar system
"solar collector system installation, evacuated tube collector, one-family house, combined system","solar collector system, with evacuated tube collector, one-family house, combined system","4322:Plumbing, heat and air-conditioning installation",54631: Heating equipment installation services,solar collector systems/systems,stock_asset,0.9,Solar collector system installation = installed household renewable asset,25,5,-12.5,,-25,-1,0.7,evacuated-tube solar thermal system
"wind power plant construction, 800kW, moving parts, direct drive","wind power plant, 800kW, moving parts",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.95,Wind power plant construction — installed energy infrastructure,25,5,-12.5,,-25,-1,0.65,800kW wind plant typical lifetime
"wind turbine construction, 2.3MW, precast concrete tower, onshore","wind turbine, 2.3MW, onshore","2811:Manufacture of engines and turbines, except aircraft, vehicle and cycle eng",53262: Power plants,,stock_asset,0.85,wind turbine construction (tower) — installed asset component,25,5,-12.5,,-25,-1,0.7,wind turbine (2.3MW) ~25 years
"wind turbine construction, 2.3MW, precast concrete tower, onshore, direct drive","wind turbine, 2.3MW, onshore",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,Wind turbine construction = installed capital asset,25,5,-12.5,,-25,-1,0.6,onshore wind turbine lifetime typical
"wind turbine construction, 2MW, onshore","wind turbine, 2MW, onshore","2811:Manufacture of engines and turbines, except aircraft, vehicle and cycle eng",53262: Power plants,,stock_asset,0.95,Wind turbine construction (2MW) — durable installed energy asset,25,5,-12.5,,-25,-1,0.75,onshore 2MW turbine lifetime
"wind turbine construction, 2MW, onshore, direct drive","wind turbine, 2MW, onshore",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,wind turbine construction — installed onshore asset,25,5,-12.5,,-25,-1,0.75,onshore wind typical lifetime
"wind turbine construction, 4.5MW, onshore","wind turbine, 4.5MW, onshore","2811:Manufacture of engines and turbines, except aircraft, vehicle and cycle eng",53262: Power plants,,stock_asset,0.9,Wind turbine construction = installed asset (manufactured & installed),25,5,-12.5,,-25,-1,0.6,large onshore turbine typical lifetime
"wind turbine construction, 4.5MW, onshore, direct drive","wind turbine, 4.5MW, onshore",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,Wind turbine construction = installed capital asset,25,5,-12.5,,-25,-1,0.6,4.5MW onshore direct-drive turbine
"wind turbine construction, 750kW, onshore","wind turbine, 750kW, onshore","2811:Manufacture of engines and turbines, except aircraft, vehicle and cycle eng",53262: Power plants,,stock_asset,0.95,wind turbine construction — installed durable asset,25,5,-12.5,,-25,-1,0.75,onshore wind turbine typical life
"wind turbine construction, 750kW, onshore, direct drive","wind turbine, 750kW, onshore",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,wind turbine construction — installed asset (onshore turbine),25,5,-12.5,,-25,-1,0.7,onshore wind turbine ~25 years
"wind turbine network connection construction, 2MW, onshore","wind turbine network connection, 2MW, onshore","2811:Manufacture of engines and turbines, except aircraft, vehicle and cycle eng","46211: Electrical apparatus for switching or protecting electrical circuits, or for making connexions to or in electr[…]",,stock_asset,0.95,construction/connection of wind turbine network — infrastructure/installation,25,5,-12.5,,-25,-1,0.75,2 MW onshore wind connection
"wind turbine network connection construction, 4.5MW, onshore","wind turbine network connection, 4.5MW, onshore","2811:Manufacture of engines and turbines, except aircraft, vehicle and cycle eng","46211: Electrical apparatus for switching or protecting electrical circuits, or for making connexions to or in electr[…]",,stock_asset,0.95,wind turbine network connection construction — infrastructure/installation,25,5,-12.5,,-25,-1,0.75,4.5 MW onshore wind connection
"wind turbine network connection construction, 750kW, onshore","wind turbine network connection, 750kW, onshore","2811:Manufacture of engines and turbines, except aircraft, vehicle and cycle eng","46211: Electrical apparatus for switching or protecting electrical circuits, or for making connexions to or in electr[…]",,stock_asset,0.95,wind turbine network connection construction — installed asset,25,5,-12.5,,-25,-1,0.75,750 kW onshore wind connection
"valve, average, NI EPR","valve, average, NI EPR",4290:Construction of other civil engineering projects,53262: Power plants,,stock_asset,0.85,Valve (NI EPR) — installed component within construction projects,25,5,-12.5,,-25,-1,0.55,industrial valve average lifetime
"aircraft production, belly-freight aircraft, long haul","aircraft, belly freight, long haul",3030:Manufacture of air and spacecraft and related machinery,49623: Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg,,stock_asset,0.9,Belly-freight aircraft production (long) — durable transport asset,30,5,-15,,-30,-1,0.6,belly-freight long-haul aircraft
"aircraft production, passenger aircraft, long haul","aircraft, passenger, long haul",3030:Manufacture of air and spacecraft and related machinery,49623: Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg,,stock_asset,0.9,Passenger aircraft production (long haul) — durable transport asset,30,5,-15,,-30,-1,0.7,long-haul passenger aircraft lifetime ~30 years
air separation facility construction,air separation facility,4290:Construction of other civil engineering projects,53269: Other constructions for manufacturing,chemicals/inorganics,stock_asset,0.95,Construction of facility/infrastructure (plant installation).,30,5,-15,,-30,-1,0.6,air separation facility typical lifetime
aluminium melting furnace production,aluminium melting furnace,"2815:Manufacture of ovens, furnaces and furnace burners","43420: Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",metals/extraction,stock_asset,0.95,Aluminium melting furnace production — installed industrial equipment,30,5,-15,,-30,-1,0.6,aluminium melting furnace lifespan
"anaerobic digestion plant construction, agricultural","anaerobic digestion plant, agricultural",4290:Construction of other civil engineering projects,53290: Other civil engineering works,biomass/fuels,stock_asset,0.9,anaerobic digestion plant construction = installed agricultural plant,30,5,-15,,-30,-1,0.6,agricultural anaerobic digestion plant
"anaerobic digestion plant construction, agriculture, with methane recovery","anaerobic digestion plant, agriculture, with methane recovery",4290:Construction of other civil engineering projects,53290: Other civil engineering works,biomass/fuels,stock_asset,0.9,construction of installed anaerobic digestion plant (durable infrastructure),30,5,-15,,-30,-1,0.6,"agricultural AD plant, methane recovery"
"anaerobic digestion plant construction, for biowaste","anaerobic digestion plant, for biowaste",4290:Construction of other civil engineering projects,53290: Other civil engineering works,biomass/fuels,stock_asset,0.9,construction of anaerobic digestion plant (durable infrastructure),30,5,-15,,-30,-1,0.6,AD plant for biowaste
"anaerobic digestion plant construction, for sewage sludge","anaerobic digestion plant, for sewage sludge",4290:Construction of other civil engineering projects,53290: Other civil engineering works,biomass/fuels,stock_asset,0.9,construction of anaerobic digestion plant for sewage sludge (infrastructure),30,5,-15,,-30,-1,0.6,AD plant for sewage sludge
"auto-thermal reforming-hydrogen GT power plant, 400MWe","auto-thermal reforming-hydrogen GT power plant, 400MWe",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,power plant (GT) — construction of installed facility/plant,30,5,-15,,-30,-1,0.6,gas turbine plant components ~30 years
barge tanker production,barge tanker,3011:Building of ships and floating structures,49314: Other vessels for the transport of goods and other vessels for the transport of both persons and goods,transport systems/ship,stock_asset,0.9,Ship/barge construction — durable installed asset with lifetime,30,5,-15,,-30,-1,0.7,"inland barge tanker, long‑lived"
blast oxygen furnace converter production,blast oxygen furnace converter,"2815:Manufacture of ovens, furnaces and furnace burners",43430: Parts for the goods of subclasses 43410 and 43420; parts of non-electric bakery ovens,metals/extraction,stock_asset,0.9,Manufacture of large industrial converter (installed asset),30,5,-15,,-30,-1,0.6,heavy industrial converter longevity
"building construction, hostel","building, hostel",4100:Construction of buildings,53129: Other non-residential buildings,,stock_asset,0.95,Hostel construction — building/infrastructure (installed stock),30,5,-15,,-30,-1,0.6,hostel moderate lifetime
"bulk carrier production, for dry goods","bulk carrier, for dry goods",3011:Building of ships and floating structures,49314: Other vessels for the transport of goods and other vessels for the transport of both persons and goods,,stock_asset,0.9,Bulk carrier construction — durable maritime transport asset,30,5,-15,,-30,-1,0.8,"bulk carrier, ocean service"
cable Trays TI EPR,cable Trays TI EPR,4290:Construction of other civil engineering projects,53262: Power plants,,stock_asset,0.9,cable trays for construction — installed infrastructure component,30,5,-15,,-30,-1,0.75,cable trays long-lived civil component
"collector field area construction, solar thermal parabolic trough, 50 MW","collector field area, solar thermal parabolic trough, 50 MW",4220:Construction of utility projects,54262: General construction services of power plants,,stock_asset,0.9,Collector field construction = power plant infrastructure,30,3,-15,5,-30,-1,0.6,CSP collector field
"collector field area construction, solar tower power plant, 20 MW","collector field area, solar tower power plant, 20 MW",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,collector field area construction — installed solar plant infrastructure,30,5,-15,,-30,-1,0.6,solar tower collector field lifetime
"concentrated solar power plant construction, solar thermal parabolic trough, 50 MW","concentrated solar power plant, solar thermal parabolic trough, 50 MW",4220:Construction of utility projects,54262: General construction services of power plants,,stock_asset,0.95,Concentrated solar power plant construction = plant/installed stock,30,3,-15,5,-30,-1,0.6,CSP plant overall construction
"concentrated solar power plant construction, solar tower power plant, 20 MW","concentrated solar power plant, solar tower, 20 MW",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,concentrated solar power plant construction — installed infrastructure,30,5,-15,,-30,-1,0.6,CSP plant typical ~30 years
"concentrating solar power plant construction, 110 MW","concentrating power plant, 110 MW",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.95,Concentrating solar power plant construction — infrastructure/plant asset,30,5,-15,,-30,-1,0.6,CSP plant typical lifetime
"distribution network construction, electricity, low voltage","distribution network, electricity, low voltage",4220:Construction of utility projects,53252: Local cables and related works,electricity/distribution,stock_asset,0.95,Low-voltage distribution network construction — local electrical infrastructure,30,5,-15,,-30,-1,0.5,low-voltage distribution network
"distribution network construction, electricity, low voltage","distribution network, electricity, low voltage",4220:Construction of utility projects,53252: Local cables and related works,,stock_asset,0.95,Low-voltage distribution network construction — local electrical infrastructure,30,5,-15,,-30,-1,0.5,low-voltage distribution network duplicate
"dried roughage store construction, air dried, solar","dried roughage store, air dried, solar",4100:Construction of buildings,53121: Industrial buildings,agricultural means of production/buildings,stock_asset,0.95,Dried roughage store construction — agricultural building stock,30,5,-15,,-30,-1,0.6,"agricultural store, moderate durability"
"dried roughage store construction, cold-air dried, conventional","dried roughage store, cold-air dried, conventional",4100:Construction of buildings,53121: Industrial buildings,agricultural means of production/buildings,stock_asset,0.95,Dried roughage store construction — agricultural building stock,30,5,-15,,-30,-1,0.6,cold‑air dried store conventional
electronic component factory construction,electronic component factory,4290:Construction of other civil engineering projects,53269: Other constructions for manufacturing,electronics/component,stock_asset,0.95,Construction of electronic component factory (facility installation).,30,5,-15,,-30,-1,0.6,electronic component factory lifetime
ethanol fermentation plant construction,ethanol fermentation plant,4290:Construction of other civil engineering projects,53269: Other constructions for manufacturing,biomass/fuels,stock_asset,0.9,Ethanol fermentation plant construction = installed facility asset,30,5,-15,,-30,-1,0.5,ethanol fermentation plant typical
fish canning plant construction and maintenance,fish canning plant,4290:Construction of other civil engineering projects,8812: Fish processing services,,stock_asset,0.9,Fish canning plant construction/maintenance — facility (installed stock).,30,5,-15,,-30,-1,0.6,Fish canning plant building/equipment lifetime ~30 years
fish curing plant construction and maintenance,fish curing plant,4290:Construction of other civil engineering projects,8812: Fish processing services,,stock_asset,0.9,Fish curing plant construction/maintenance — facility/installed stock.,30,5,-15,,-30,-1,0.6,Fish curing plant lifetime ~30 years
fish freezing plant construction and maintenance,fish freezing plant,4290:Construction of other civil engineering projects,8812: Fish processing services,,stock_asset,0.9,Fish freezing plant construction/maintenance — facility (installed stock).,30,5,-15,,-30,-1,0.6,Fish freezing plant lifetime ~30 years
fishmeal and fish oil plant construction and maintenance,fishmeal plant,4290:Construction of other civil engineering projects,8812: Fish processing services,,stock_asset,0.9,Fishmeal/fish oil plant construction/maintenance — facility/installed stock.,30,5,-15,,-30,-1,0.6,Fishmeal/fishoil plant lifetime ~30 years
"garage construction, wood, non-insulated, fire-protected","garage, wood, non-insulated, fire-protected",4100:Construction of buildings,53121: Industrial buildings,,stock_asset,0.95,Garage construction — building/infrastructure (installed stock),30,5,-15,,-30,-1,0.7,"wood garage, fire‑protected"
"gas power plant construction, combined cycle, 400MW electrical","gas power plant, combined cycle, 400MW electrical",4220:Construction of utility projects,53262: Power plants,natural gas/power plants,stock_asset,0.9,construction of combined-cycle gas plant — installed infrastructure,30,5,-15,,-30,-1,0.8,CCGT 400 MW typical lifetime
"gas turbine construction, 10MW electrical","gas turbine, 10MW electrical","2811:Manufacture of engines and turbines, except aircraft, vehicle and cycle eng",43143: Gas turbines other than turbo-jets and turbo-propellers,natural gas/power plants,stock_asset,0.95,Gas turbine construction — large installed plant/turbine asset,30,5,-15,,-30,-1,0.6,10 MW gas turbine lifespan
"gas turbine construction, 80MW electrical, for compressed air energy storage","gas turbine, 80MW, for compressed air energy storage","2811:Manufacture of engines and turbines, except aircraft, vehicle and cycle eng",43143: Gas turbines other than turbo-jets and turbo-propellers,,stock_asset,0.95,Gas turbine for energy storage — durable installed facility component,30,5,-15,,-30,-1,0.5,80 MW turbine for CAES long life
gas-to-liquid plant construction,gas-to-liquid plant,4290:Construction of other civil engineering projects,53262: Power plants,,stock_asset,0.85,gas-to-liquid plant construction — installed industrial facility,30,5,-15,,-30,-1,0.6,industrial plant typical lifetime
"geothermal power plant construction, Hot-Dry-Rock","geothermal power plant, Hot-Dry-Rock",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.95,Hot-Dry-Rock geothermal plant construction — installed facility asset,30,5,-15,,-30,-1,0.6,Hot‑Dry‑Rock geothermal plant lifespan
"geothermal power plant construction, undefined type","geothermal power plant, undefined type",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.95,geothermal power plant construction — installed facility/stock asset,30,5,-15,,-30,-1,0.6,geothermal plant typical service life
gluing mill construction,gluing mill,4290:Construction of other civil engineering projects,"34663: Herbicides, anti-sprouting products and plant-growth regulators",,stock_asset,0.95,Gluing mill construction — building/plant/infrastructure installation,30,5,-15,,-30,-1,0.65,industrial machinery lifetime estimate
"cladding production, crossbar-pole, aluminium","cladding, crossbar-pole, aluminium",2511:Manufacture of structural metal products,"42190: Other structures (except prefabricated buildings) and parts of structures, of iron, steel or aluminium; plates[…]",building components/cladding,stock_asset,0.9,manufacture of aluminium cladding component (durable building component),30,5,-15,,-30,-1,0.6,Aluminium cladding durability
hard coal preparation plant construction,hard coal preparation plant,4290:Construction of other civil engineering projects,53261: Mining constructions,,stock_asset,0.9,hard coal preparation plant construction = built plant/infrastructure,30,5,-15,,-30,-1,0.6,plant equipment and civil works for prep plant
"heat and power co-generation unit construction, 1MW electrical, components for heat only","heat and power co-generation unit, 1MW electrical, components for heat only",4220:Construction of utility projects,53262: Power plants,natural gas/cogeneration,stock_asset,0.9,CHP unit construction (1MW) = installed equipment/plant,30,5,-15,,-30,-1,0.6,1MW CHP components for heat only
"heat and power co-generation unit construction, 1MWel, 6.4 MWth","heat and power co-generation unit, 1MWel, 6.4MWth",4220:Construction of utility projects,53262: Power plants,,stock_asset,0.9,cogeneration unit construction — installed plant/asset,30,5,-15,,-30,-1,0.7,small CHP unit ~30 years
"heat and power co-generation unit construction, 200kW electrical, common components for heat+electricity","heat and power co-generation unit, 200kW electrical, common components for heat+electricity",4220:Construction of utility projects,53262: Power plants,natural gas/cogeneration,stock_asset,0.9,CHP unit construction (200kW) = installed equipment/plant,30,5,-15,,-30,-1,0.6,medium CHP plant components and civil works
container ship production,container ship,3011:Building of ships and floating structures,49314: Other vessels for the transport of goods and other vessels for the transport of both persons and goods,,stock_asset,0.9,Container ship manufacture — durable installed transport asset,30,5,-15,,-30,-1,0.8,ocean container ship
"petrol, burned in passenger car",heat,3530:Steam and air conditioning supply,17300: Steam and hot water,,throughput_process,0.9,Petrol burned in passenger car — vehicle use-phase operation,1,,,,,,,
"power distribution unit production, for electric passenger car","power distribution unit, for electric passenger car","2710:Manufacture of electric motors, generators, transformers and electricity di",4613: Parts for the goods of classes 4611 and 4612,,throughput_process,0.9,manufacture of power distribution unit (component),12,,,,,,,
"lorry production, compressed gas, 3.5 metric ton",truck,2910:Manufacture of motor vehicles,49113: Motor cars and other motor vehicles principally designed for the transport of persons (except public-transport[…],,stock_asset,0.9,Truck manufacturing — production activity,15,2,-2.481,0.55,0,,,"fleet age lognormal (mu_log from provided medians, sigma=0.55; negative loc convention)"
"powertrain production, for electric passenger car","powertrain, for electric passenger car","2710:Manufacture of electric motors, generators, transformers and electricity di","46960: Parts for the goods of subclasses 46910, 46921 and 46929; electrical parts n.e.c. of machinery or apparatus",,throughput_process,0.95,Powertrain production for electric car — manufacturing of component,20,,,,,,,
"energy use and operation emissions, electric bicycle","energy use, electric bicycle",4922:Other passenger land transport,"64119: Other land transportation services of passengers, n.e.c.",transport systems/road,throughput_process,0.9,energy use and operational emissions of e-bike (use phase),7,,,,,,,
"energy use and operation emissions, electric bicycle, electricity from renewable energy products","energy use, electric bicycle, electricity from renewable energy products",4922:Other passenger land transport,"64119: Other land transportation services of passengers, n.e.c.",transport systems/road,throughput_process,0.9,energy use and operation emissions (renewable electricity) - use phase,7,,,,,,,
"transport, freight, lorry, battery electric, 32 metric ton","transport, freight, lorry",4923:Freight transport by road,6511: Road transport services of freight,,throughput_process,0.9,use-phase freight transport (battery electric) service,12,,,,,,,
"lorry production, plugin diesel hybrid, 26 metric ton",truck,2910:Manufacture of motor vehicles,49113: Motor cars and other motor vehicles principally designed for the transport of persons (except public-transport[…],,stock_asset,0.9,Truck manufacturing — production activity,15,2,-2.481,0.55,0,,,"fleet age lognormal (mu_log from provided medians, sigma=0.55; negative loc convention)"
"transport, Bicycle, conventional, urban","transport, Bicycle, conventional, urban",4921:Urban and suburban passenger land transport,"64119: Other land transportation services of passengers, n.e.c.",,throughput_process,0.9,Use-phase bicycle transport (urban service),8,,,,,,,
"transport, Bicycle, electric (<25 km/h)","transport, Bicycle, electric (<25 km/h)",4922:Other passenger land transport,"64119: Other land transportation services of passengers, n.e.c.",,throughput_process,0.9,Bicycle transport — use/operation service (per trip/km),6,,,,,,,
light commercial vehicle production,light commercial vehicle,2910:Manufacture of motor vehicles,49114: Motor vehicles n.e.c. for the transport of goods,transport systems/road,throughput_process,0.9,Light commercial vehicle manufacturing — production activity,15,,,,,,,
"lorry production, 40 metric ton","lorry, 40 metric ton",2910:Manufacture of motor vehicles,49114: Motor vehicles n.e.c. for the transport of goods,transport systems/road,throughput_process,0.9,Lorry production — manufacturing process,15,,,,,,,
"lorry production, 28 metric ton","lorry, 28 metric ton",2910:Manufacture of motor vehicles,49114: Motor vehicles n.e.c. for the transport of goods,transport systems/road,throughput_process,0.9,Lorry production — manufacturing process,15,,,,,,,
"lorry production, 16 metric ton","lorry, 16 metric ton",2910:Manufacture of motor vehicles,49114: Motor vehicles n.e.c. for the transport of goods,transport systems/road,throughput_process,0.9,Lorry production — manufacturing process,15,,,,,,,
"refrigeration machine production, carbon dioxide, liquid as refrigerant","refrigeration machine, carbon dioxide, liquid as refrigerant",2920:Manufacture of bodies (coachwork) for motor vehicles; manufacture of traile,"43913: Refrigerating and freezing equipment and heat pumps, except household type equipment",,stock_asset,0.7,Refrigeration machine (CO2) — manufactured durable installed equipment,15,5,-7.5,,-15,-1,0.6,industrial refrigeration machine typical lifetime
"lorry production, with refrigeration machine, R134a as refrigerant, 16 metric ton","lorry with refrigeration machine, R134a as refrigerant, 16 metric ton",2910:Manufacture of motor vehicles,49114: Motor vehicles n.e.c. for the transport of goods,transport systems/road,throughput_process,0.9,Lorry production with refrigeration — manufacturing activity,15,,,,,,,
"waste collection lorry production, 21 metric ton","waste collection lorry, 21 metric ton",2910:Manufacture of motor vehicles,49119: Special-purpose motor vehicles n.e.c.,waste management/others,throughput_process,0.9,Waste collection lorry manufacturing — production process,15,,,,,,,
"silencer production, steel, DN 315, 50 mm","silencer, steel, DN 315, 50 mm",2819:Manufacture of other general-purpose machinery,"49129: Other parts and accessories n.e.c. of motor vehicles (including brakes, gear boxes, axles, road wheels, suspen[…]",ventilation/production of components,throughput_process,0.9,Silencer production — component manufacturing,15,,,,,,,
"silencer production, steel, DN 125","silencer, steel, DN 125",2819:Manufacture of other general-purpose machinery,"49129: Other parts and accessories n.e.c. of motor vehicles (including brakes, gear boxes, axles, road wheels, suspen[…]",ventilation/production of components,throughput_process,0.9,Silencer production — component manufacturing,15,,,,,,,
"transport, Bicycle, electric (<45 km/h)","transport, Bicycle, electric (<45 km/h)",4922:Other passenger land transport,"64119: Other land transportation services of passengers, n.e.c.",,throughput_process,0.95,Use-phase transport service (vehicle operation),7,,,,,,,
"treatment of brake wear emissions, lorry","brake wear emissions, lorry",3821:Treatment and disposal of non-hazardous waste,"49129: Other parts and accessories n.e.c. of motor vehicles (including brakes, gear boxes, axles, road wheels, suspen[…]",,throughput_process,0.85,Treatment of brake wear emissions — waste treatment process,15,,,,,,,
"intermodal shipping container production, 20-foot","intermodal shipping container, 20-foot",2920:Manufacture of bodies (coachwork) for motor vehicles; manufacture of traile,49221: Containers specially designed and equipped for carriage by one or more modes of transport,,throughput_process,0.9,Shipping container production — manufacturing process,15,,,,,,,
"reefer production, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant","reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant",2920:Manufacture of bodies (coachwork) for motor vehicles; manufacture of traile,49221: Containers specially designed and equipped for carriage by one or more modes of transport,,throughput_process,0.9,Reefer container production — manufacturing process,15,,,,,,,
"intermodal shipping container production, 45-foot, high-cube","intermodal shipping container, 45-foot, high-cube",2920:Manufacture of bodies (coachwork) for motor vehicles; manufacture of traile,49221: Containers specially designed and equipped for carriage by one or more modes of transport,,throughput_process,0.9,Shipping container production — manufacturing process,15,,,,,,,
"intermodal shipping container production, 40-foot","intermodal shipping container, 40-foot",2920:Manufacture of bodies (coachwork) for motor vehicles; manufacture of traile,49221: Containers specially designed and equipped for carriage by one or more modes of transport,,throughput_process,0.9,Shipping container production — manufacturing process,15,,,,,,,
"transport, pipeline, supercritical carbon dioxide, 200km with recompression","transport, pipeline, supercritical carbon dioxide, 200km with recompression",4930:Transport via pipeline,"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",,throughput_process,0.9,pipeline transport with recompression — transport service per distance,25,,,,,,,
"intermodal shipping container production, 40-foot, high-cube","intermodal shipping container, 40-foot, high-cube",2920:Manufacture of bodies (coachwork) for motor vehicles; manufacture of traile,49221: Containers specially designed and equipped for carriage by one or more modes of transport,,throughput_process,0.9,Shipping container production — manufacturing process,15,,,,,,,
"tanker production, for liquefied natural gas","tanker, for liquefied natural gas",3011:Building of ships and floating structures,49312: Tankers (ships),,throughput_process,0.9,Tanker (ship) production — shipbuilding manufacturing,30,,,,,,,
"tanker production, for liquid goods other than petroleum and liquefied natural gas","tanker, for liquid goods other than petroleum and liquefied natural gas",3011:Building of ships and floating structures,49312: Tankers (ships),,throughput_process,0.9,Tanker (ship) production — shipbuilding manufacturing,30,,,,,,,
"tanker production, for petroleum","tanker, for petroleum",3011:Building of ships and floating structures,49312: Tankers (ships),,throughput_process,0.9,Tanker (ship) production — shipbuilding manufacturing,30,,,,,,,
barge production,barge,3011:Building of ships and floating structures,49314: Other vessels for the transport of goods and other vessels for the transport of both persons and goods,transport systems/ship,throughput_process,0.9,Barge production — shipbuilding manufacturing,30,,,,,,,
"cooling tower, wet, EPR","cooling tower, wet, EPR",4290:Construction of other civil engineering projects,53262: Power plants,,stock_asset,0.9,Cooling tower construction = installed facility/asset,30,5,-15,,-30,-1,0.7,cooling tower wet lifespan estimate
