market,method,impact category,unit,layer 1 group,component,absolute contribution,score per kg H2,share of total impact (%)
Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification,3.8622368627231093e-14,1.5872048430505295e-07,2.4333575339274295e-05
Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification with CCS,7.153678400684202e-09,1.5872048430505295e-07,4.507092094638009
Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Coal gasification with CCS,4.812834790671025e-14,1.5872048430505295e-07,3.0322707316221353e-05
Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,PEM electrolysis,1.3255061858615855e-07,1.5872048430505295e-07,83.51197967075427
Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,2.7287762957609623e-10,1.5872048430505295e-07,0.17192338517039735
Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen distribution,1.6347639479094907e-08,1.5632490158682213e-07,10.457476264595954
Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.5632490158682213e-07,0.0
Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Ammonia leakage — Coal gasification with CCS,1.157534437589131e-17,1.5632490158682213e-07,7.4046708223656974e-09
Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification,3.8622368627231093e-14,1.5632490158682213e-07,2.4706472375919207e-05
Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Biomass gasification with CCS,7.153678400684202e-09,1.5632490158682213e-07,4.576160501665873
Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Coal gasification with CCS,4.812834790671025e-14,1.5632490158682213e-07,3.078738410718269e-05
Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,PEM electrolysis,1.3255061858615855e-07,1.5632490158682213e-07,84.79174926109935
Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",human toxicity: non-carcinogenic,CTUh,Production technology,Steam methane reforming with CCS,2.7287762957609623e-10,1.5632490158682213e-07,0.17455800503065808
Cement,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen distribution,1.3667423118927404e-05,0.0001165266829088119,11.729007277777626
Cement,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.0001165266829088119,0.0
Cement,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,0.0001165266829088119,0.0
Cement,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification,2.356267591140262e-11,0.0001165266829088119,2.022084154737471e-05
Cement,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification with CCS,3.1935376867055515e-06,0.0001165266829088119,2.7406063632693107
Cement,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Coal gasification with CCS,2.718199433219005e-11,0.0001165266829088119,2.3326841246705146e-05
Cement,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,PEM electrolysis,9.949891946353106e-05,0.0001165266829088119,85.3872409132199
Cement,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Steam methane reforming with CCS,1.6675122696611676e-07,0.0001165266829088119,0.1431013247812161
Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen distribution,5.912063208751733e-06,0.00010877132289294217,5.4353142459898764
Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.00010877132289294217,0.0
Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,0.00010877132289294217,0.0
Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification,2.356267591140262e-11,0.00010877132289294217,2.1662580986161318e-05
Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification with CCS,3.1935376867055515e-06,0.00010877132289294217,2.936010707389098
Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Coal gasification with CCS,2.718199433219005e-11,0.00010877132289294217,2.4990037455868623e-05
Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,PEM electrolysis,9.949891946353106e-05,0.00010877132289294217,91.47532347424197
Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Steam methane reforming with CCS,1.6675122696611676e-07,0.00010877132289294217,0.15330440278844557
Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen distribution,7.390079010939666e-06,0.000110249338607042,6.703059722906706
Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.000110249338607042,0.0
Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,0.000110249338607042,0.0
Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification,2.356267591140262e-11,0.000110249338607042,2.1372169855264414e-05
Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification with CCS,3.1935376867055515e-06,0.000110249338607042,2.896650199497495
Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Coal gasification with CCS,2.718199433219005e-11,0.000110249338607042,2.465501804874668e-05
Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,PEM electrolysis,9.949891946353106e-05,0.000110249338607042,90.24899443448972
Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Steam methane reforming with CCS,1.6675122696611676e-07,0.000110249338607042,0.15124918577558322
Other end uses,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen distribution,1.4657166343361252e-05,0.00011751642594656563,12.472440533569172
Other end uses,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.00011751642594656563,0.0
Other end uses,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,0.00011751642594656563,0.0
Other end uses,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification,2.356267591140262e-11,0.00011751642594656563,2.0050538230388745e-05
Other end uses,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification with CCS,3.1935376867055515e-06,0.00011751642594656563,2.7175245170897586
Other end uses,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Coal gasification with CCS,2.718199433219005e-11,0.00011751642594656563,2.313037867961507e-05
Other end uses,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,PEM electrolysis,9.949891946353106e-05,0.00011751642594656563,84.6680952574008
Other end uses,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Steam methane reforming with CCS,1.6675122696611676e-07,0.00011751642594656563,0.1418961014368647
Steel,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen distribution,1.3667423118927404e-05,0.0001165266829088119,11.729007277777626
Steel,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.0001165266829088119,0.0
Steel,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,0.0001165266829088119,0.0
Steel,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification,2.356267591140262e-11,0.0001165266829088119,2.022084154737471e-05
Steel,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification with CCS,3.1935376867055515e-06,0.0001165266829088119,2.7406063632693107
Steel,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Coal gasification with CCS,2.718199433219005e-11,0.0001165266829088119,2.3326841246705146e-05
Steel,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,PEM electrolysis,9.949891946353106e-05,0.0001165266829088119,85.3872409132199
Steel,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Steam methane reforming with CCS,1.6675122696611676e-07,0.0001165266829088119,0.1431013247812161
Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen distribution,1.1812726150725533e-05,0.00011467198589558667,10.301318197699551
Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Hydrogen distribution,Hydrogen leakage — distribution,0.0,0.00011467198589558667,0.0
Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Ammonia leakage — Coal gasification with CCS,0.0,0.00011467198589558667,0.0
Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification,2.356267591140262e-11,0.00011467198589558667,2.0547892083126006e-05
Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Biomass gasification with CCS,3.1935376867055515e-06,0.00011467198589558667,2.78493274688152
Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Coal gasification with CCS,2.718199433219005e-11,0.00011467198589558667,2.3704128013393192e-05
Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,PEM electrolysis,9.949891946353106e-05,0.00011467198589558667,86.76828842410448
Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')",material resources: metals/minerals,kg Sb-Eq,Production technology,Steam methane reforming with CCS,1.6675122696611676e-07,0.00011467198589558667,0.14541583601591263
Cement,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen distribution,1.1292760064765478e-08,1.3185647617166144e-07,8.564433384419928
Cement,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.3185647617166144e-07,0.0
Cement,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Ammonia leakage — Coal gasification with CCS,1.5919983750980255e-13,1.3185647617166144e-07,0.00012073721529046728
Cement,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification,4.072599094451092e-13,1.3185647617166144e-07,0.00030886606503491363
Cement,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification with CCS,4.1331318816934806e-08,1.3185647617166144e-07,31.34568738446062
Cement,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Coal gasification with CCS,1.1743307102062112e-13,1.3185647617166144e-07,8.906128423130105e-05
Cement,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,PEM electrolysis,7.88029454157767e-08,1.3185647617166144e-07,59.76418277186829
Cement,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Steam methane reforming with CCS,4.287688643990931e-10,1.3185647617166144e-07,0.32517846437886533
Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen distribution,4.853887536363754e-09,1.254176035848028e-07,3.8701804193553513
Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.254176035848028e-07,0.0
Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Ammonia leakage — Coal gasification with CCS,1.5919983750980255e-13,1.254176035848028e-07,0.0001269357992493912
Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification,4.072599094451092e-13,1.254176035848028e-07,0.00032472308336663035
Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification with CCS,4.1331318816934806e-08,1.254176035848028e-07,32.95495818415002
Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Coal gasification with CCS,1.1743307102062112e-13,1.254176035848028e-07,9.363364285717448e-05
Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,PEM electrolysis,7.88029454157767e-08,1.254176035848028e-07,62.83244390209787
Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Steam methane reforming with CCS,4.287688643990931e-10,1.254176035848028e-07,0.3418729525550018
Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen distribution,6.067359420454692e-09,1.2663107539656605e-07,4.791366891147183
Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.2663107539656605e-07,0.0
Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Ammonia leakage — Coal gasification with CCS,1.5919983750980255e-13,1.2663107539656605e-07,0.00012571940735024327
Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification,4.072599094451092e-13,1.2663107539656605e-07,0.0003216113486912338
Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification with CCS,4.1331318816934806e-08,1.2663107539656605e-07,32.63915961188751
Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Coal gasification with CCS,1.1743307102062112e-13,1.2663107539656605e-07,9.273637663808834e-05
Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,PEM electrolysis,7.88029454157767e-08,1.2663107539656605e-07,62.230337355181035
Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Steam methane reforming with CCS,4.287688643990931e-10,1.2663107539656605e-07,0.33859687525856735
Other end uses,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen distribution,1.2482866437711166e-08,1.3304658244158652e-07,9.382327759671474
Other end uses,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.3304658244158652e-07,0.0
Other end uses,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Ammonia leakage — Coal gasification with CCS,1.5919983750980255e-13,1.3304658244158652e-07,0.00011965721673437083
Other end uses,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification,4.072599094451092e-13,1.3304658244158652e-07,0.0003061032474275803
Other end uses,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification with CCS,4.1331318816934806e-08,1.3304658244158652e-07,31.065299129409148
Other end uses,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Coal gasification with CCS,1.1743307102062112e-13,1.3304658244158652e-07,8.826462797131942e-05
Other end uses,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,PEM electrolysis,7.88029454157767e-08,1.3304658244158652e-07,59.229590095164426
Other end uses,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Steam methane reforming with CCS,4.287688643990931e-10,1.3304658244158652e-07,0.32226973179663754
Steel,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen distribution,1.1292760064765478e-08,1.3185647617166144e-07,8.564433384419928
Steel,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.3185647617166144e-07,0.0
Steel,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Ammonia leakage — Coal gasification with CCS,1.5919983750980255e-13,1.3185647617166144e-07,0.00012073721529046728
Steel,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification,4.072599094451092e-13,1.3185647617166144e-07,0.00030886606503491363
Steel,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification with CCS,4.1331318816934806e-08,1.3185647617166144e-07,31.34568738446062
Steel,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Coal gasification with CCS,1.1743307102062112e-13,1.3185647617166144e-07,8.906128423130105e-05
Steel,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,PEM electrolysis,7.88029454157767e-08,1.3185647617166144e-07,59.76418277186829
Steel,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Steam methane reforming with CCS,4.287688643990931e-10,1.3185647617166144e-07,0.32517846437886533
Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen distribution,1.0920779942743056e-08,1.3148449597193067e-07,8.305754881605528
Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Hydrogen distribution,Hydrogen leakage — distribution,0.0,1.3148449597193067e-07,0.0
Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Ammonia leakage — Coal gasification with CCS,1.5919983750980255e-13,1.3148449597193067e-07,0.00012107879056994564
Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification,4.072599094451092e-13,1.3148449597193067e-07,0.0003097398719405299
Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Biomass gasification with CCS,4.1331318816934806e-08,1.3148449597193067e-07,31.434366851707157
Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Coal gasification with CCS,1.1743307102062112e-13,1.3148449597193067e-07,8.931324575765249e-05
Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,PEM electrolysis,7.88029454157767e-08,1.3148449597193067e-07,59.933260445094284
Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')",particulate matter formation,disease incidence,Production technology,Steam methane reforming with CCS,4.287688643990931e-10,1.3148449597193067e-07,0.32609842037241166
